index,intention_semantic_similarity,intention_conceptual_depth_analysis_before_level,intention_conceptual_depth_analysis_after_level,intention_conceptual_depth_analysis_before_focus,intention_conceptual_depth_analysis_after_focus,intention_conceptual_depth_analysis_change_direction,intention_conceptual_coverage_before_categories,intention_conceptual_coverage_after_categories,intention_conceptual_coverage_maintained_categories,intention_conceptual_coverage_new_categories,intention_conceptual_coverage_lost_categories,intention_evolution_assessment_type,intention_evolution_assessment_description,intention_evolution_assessment_quality_change,intention_key_insights,intention_analysis_type
156,0.0,średni,powierzchowny,koncepcyjny,konkretny,bardziej konkretny,zdrowie; uroda; poczucie wyjątkowości; perswazja do wyboru,[],[],[],zdrowie; uroda; poczucie wyjątkowości; perswazja do wyboru,"spłycenie (więcej detali, mniej konceptów)",Brak odpowiedzi w sekcji 'After' wskazuje na utratę zrozumienia intencji wywierania wpływu. Annotator nie przedstawił żadnych celów ani oczekiwań.,-1.0,"Znaczące pogorszenie - brak odpowiedzi w 'After' sugeruje, że annotator stracił zdolność do identyfikacji intencji i celów związanych z wpływem społecznym. To wskazuje na brak rozwoju w rozumieniu psychologicznych aspektów perswazji.",intention
157,0.2,powierzchowny,średni,konkretny,koncepcyjny,bardziej koncepcyjny,[],zachęta do zakupu; utwierdzenie w wyborze,[],zachęta do zakupu; utwierdzenie w wyborze,[],pogłębienie koncepcyjne,"Annotator przeszedł od braku odpowiedzi do identyfikacji intencji związanych z zachęcaniem do zakupu i utwierdzaniem w wyborze, co wskazuje na rozwój w rozumieniu psychologicznych mechanizmów wpływu.",0.7,"Wyraźny rozwój w rozumieniu intencji wywierania wpływu. Annotator zidentyfikował konkretne cele związane z zachęcaniem do zakupu oraz utwierdzaniem w wyborze, co pokazuje lepsze zrozumienie psychologicznych aspektów wpływu.",intention
158,0.0,powierzchowny,powierzchowny,konkretny,konkretny,bez zmian,[],perswazja; zakup,[],perswazja; zakup,[],brak znaczącej zmiany,"Annotator przeszedł od braku odpowiedzi do podania konkretnej intencji, ale nie rozwinął głębszego zrozumienia intencji wywierania wpływu.",0.0,"Brak wcześniejszej odpowiedzi ogranicza możliwość oceny rozwoju rozumienia. Odpowiedź 'After' wskazuje na konkretną intencję, ale nie dostarcza głębszego wglądu w psychologiczne mechanizmy perswazji.",intention
159,0.4,powierzchowny,głęboki,konkretny,koncepcyjny,bardziej koncepcyjny,przekonanie o skuteczności produktu,marketing szeptany; lojalność wobec marki,[],marketing szeptany; lojalność,przekonanie o skuteczności produktu,pogłębienie koncepcyjne,Annotator przeszedł od prostego przekonania o skuteczności produktu do zrozumienia bardziej złożonych intencji związanych z marketingiem szeptanym i budowaniem lojalności. Wskazuje na rozwój w rozumieniu psychologicznych mechanizmów wpływu.,0.7,Wyraźny rozwój w zrozumieniu intencji - annotator przeszedł od opisu osobistego przekonania do analizy strategii marketingowych i relacji z klientem. To pokazuje głębsze zrozumienie wpływu społecznego i mechanizmów lojalności.,intention
160,0.2,głęboki,powierzchowny,koncepcyjny,konkretny,bardziej konkretny,marketing szeptany; lojalność klienta,promocja produktu,[],promocja produktu,marketing szeptany; lojalność klienta,"spłycenie (więcej detali, mniej konceptów)","Annotator przeszedł od identyfikowania głębszych intencji związanych z lojalnością i marketingiem do opisywania konkretnej promocji, tracąc z oczu szersze cele i psychologiczne mechanizmy.",-0.7,"Wyraźne pogorszenie w zrozumieniu intencji - odpowiedź 'After' koncentruje się na konkretnej promocji, nie uwzględniając szerszych celów związanych z lojalnością i strategią marketingową. Brakuje analizy psychologicznych aspektów wpływu na nastolatków.",intention
161,0.7,średni,średni,konkretny,konkretny,bez zmian,zachęta do zakupów; marketing szeptany,promocja sklepu; lojalność klienta,zachęta do zakupów,promocja sklepu; lojalność klienta,[],przeformułowanie,Annotator przeszedł od ogólnych intencji do bardziej szczegółowego opisu działań związanych z promowaniem sklepu i lojalnością klientów.,0.3,"Annotator zaktualizował swoje rozumienie intencji, koncentrując się na konkretnych działaniach związanych z promowaniem sklepu i zachęcaniem do lojalności, co wskazuje na lepsze zrozumienie celów marketingowych, ale nadal pozostaje na poziomie konkretnych działań.",intention
162,0.5,średni,głęboki,konkretny,koncepcyjny,bardziej koncepcyjny,promocja sklepu; lojalność klientów; zachęta do zakupów,budowanie relacji; sprzedaż przyszłościowa,[],budowanie relacji; sprzedaż przyszłościowa,promocja sklepu; lojalność klientów; zachęta do zakupów,pogłębienie koncepcyjne,"Annotator przeszedł od konkretnych działań związanych z promowaniem sklepu do bardziej abstrakcyjnego celu budowania relacji z klientem, co wskazuje na zrozumienie długofalowych intencji.",0.7,Wyraźny rozwój w rozumieniu intencji - annotator przeszedł od opisywania konkretnych działań do zrozumienia znaczenia relacji z klientem jako kluczowego elementu przyszłej sprzedaży. To pokazuje głębsze zrozumienie psychologicznych aspektów wpływu.,intention
163,0.5,średni,powierzchowny,koncepcyjny,konkretny,bardziej konkretny,zachęta do zakupów; budowanie pozytywnych emocji; wpływ na innych,nakłanianie do polecenia; motywacja finansowa; promocja sklepu,[],motywacja finansowa; promocja sklepu,zachęta do zakupów; budowanie pozytywnych emocji; wpływ na innych,"spłycenie (więcej detali, mniej konceptów)",Annotator przeszedł od identyfikowania bardziej abstrakcyjnych intencji związanych z emocjami i wpływem do konkretnych działań i motywacji finansowych. Stracił fokus na głębsze cele i intencje.,-0.5,"Zmiana w odpowiedzi 'After' wskazuje na spłycenie analizy intencji. Annotator skupił się na konkretnych działaniach i motywacjach, tracąc z oceny szersze, emocjonalne i społeczne aspekty wpływu.",intention
164,0.4,średni,głęboki,konkretny,koncepcyjny,bardziej koncepcyjny,zdobycie klientów; perswazja; wywołanie emocji,współpraca; budowanie przekonań; motywacja; uniknięcie nieprzyjemności,[],współpraca; budowanie przekonań; motywacja,zdobycie klientów; perswazja; wywołanie emocji,pogłębienie koncepcyjne,"Annotator przeszedł od bardziej powierzchownych intencji związanych z pozyskiwaniem klientów do głębszego zrozumienia mechanizmów wpływu, takich jak budowanie przekonań i motywacji. Zmiana ta pokazuje rozwój w kierunku bardziej złożonych i psychologicznych aspektów perswazji.",0.7,"Wyraźny rozwój w zrozumieniu intencji - annotator przeszedł od prostych celów związanych z pozyskiwaniem klientów do bardziej złożonych intencji, takich jak motywowanie i wspieranie innych w działaniach kreatywnych. To wskazuje na lepsze zrozumienie psychologicznych mechanizmów wpływu.",intention
165,0.5,powierzchowny,powierzchowny,konkretny,konkretny,bez zmian,uniknięcie nieprzyjemności; zaangażowanie kreatywności,uniknięcie nieprzyjemności; działania w mediach społecznościowych,uniknięcie nieprzyjemności,działania w mediach społecznościowych,zaangażowanie kreatywności,brak znaczącej zmiany,"Annotator utrzymał podobny poziom powierzchowności w odpowiedziach, koncentrując się na konkretnych działaniach bez głębszej analizy intencji.",0.0,"Brak istotnego rozwoju w zrozumieniu intencji. Odpowiedzi pozostają na poziomie konkretnych działań, co sugeruje, że annotator nie rozwinął głębszego zrozumienia psychologicznych motywacji stojących za tymi działaniami.",intention
166,0.6,powierzchowny,średni,konkretny,mieszany,bardziej koncepcyjny,uzyskanie pomocy; wygrana; uniknięcie kary,zachęcanie do działania; uniknięcie kary,uniknięcie kary,zachęcanie do działania,uzyskanie pomocy; wygrana,pogłębienie koncepcyjne,Annotator przeszedł od opisywania konkretnych działań do bardziej złożonego zrozumienia intencji związanych z zachęcaniem innych do działania. Wprowadzenie kategorii zachęcania wskazuje na rozwój w rozumieniu społecznych interakcji.,0.5,"Rozwój w zrozumieniu intencji - annotator zaczął dostrzegać nie tylko osobiste cele, ale także społeczne aspekty wpływu, takie jak zachęcanie innych do działania. To wskazuje na większą świadomość dynamiki grupowej i współpracy.",intention
167,0.4,powierzchowny,powierzchowny,konkretny,konkretny,bez zmian,zaangażowanie w konkurs,przekonywanie do udziału,[],przekonywanie,zaangażowanie w konkurs,brak znaczącej zmiany,"Annotator w obu odpowiedziach koncentruje się na konkretnych działaniach związanych z zaangażowaniem w konkurs, nie rozwijając głębszych intencji czy motywacji.",0.0,"Brak ewolucji w rozumieniu intencji - odpowiedzi pozostają na poziomie konkretnych działań, bez analizy psychologicznych mechanizmów czy głębszych celów związanych z wpływem na innych.",intention
168,0.5,powierzchowny,średni,konkretny,koncepcyjny,bardziej koncepcyjny,przymus do działania,odpowiedzialność; motywacja,[],odpowiedzialność; motywacja,przymus do działania,pogłębienie koncepcyjne,"Annotator przeszedł od opisu przymusu do działania do bardziej złożonych intencji związanych z odpowiedzialnością i motywacją, co wskazuje na rozwój w rozumieniu psychologicznych aspektów wpływu.",0.7,"Rozwój w zrozumieniu intencji - annotator przeszedł od prostego przymusu do bardziej złożonych celów, takich jak odpowiedzialność i motywacja, co wskazuje na lepsze zrozumienie psychologicznych mechanizmów wpływu.",intention
169,0.0,średni,powierzchowny,koncepcyjny,konkretny,bardziej konkretny,przekonywanie; poprawa sytuacji,[],[],[],przekonywanie; poprawa sytuacji,brak znaczącej zmiany,Brak odpowiedzi w sekcji 'After' uniemożliwia ocenę ewolucji rozumienia intencji.,0.0,Brak odpowiedzi w sekcji 'After' wskazuje na brak rozwoju w rozumieniu intencji wywierania wpływu. Nie można ocenić zmiany ani jakości zrozumienia.,intention
170,0.2,powierzchowny,średni,konkretny,koncepcyjny,bardziej koncepcyjny,[],docenienie relacji; komplementowanie; uznanie dojrzałości,[],docenienie relacji; komplementowanie; uznanie dojrzałości,[],pogłębienie koncepcyjne,"Annotator przeszedł od braku odpowiedzi do identyfikacji intencji związanych z docenieniem relacji i dojrzałości, co wskazuje na rozwój w rozumieniu psychologicznych aspektów wpływu.",0.7,"Wyraźny rozwój w rozumieniu intencji - annotator teraz dostrzega subtelności w relacjach międzyludzkich, takie jak docenienie i komplementowanie, co wskazuje na głębsze zrozumienie wpływu społecznego.",intention
171,0.0,powierzchowny,powierzchowny,konkretny,konkretny,bez zmian,emocje; komplementy,[],[],[],emocje; komplementy,"spłycenie (więcej detali, mniej konceptów)","Annotator nie dostarczył żadnej odpowiedzi w sekcji 'After', co sugeruje brak rozwoju w rozumieniu intencji wywierania wpływu.",-1.0,"Brak odpowiedzi w sekcji 'After' wskazuje na całkowity brak rozwoju w analizie intencji. Annotator nie zdołał zidentyfikować żadnych intencji ani celów, co może sugerować regresję w umiejętności analizy.",intention
172,0.0,powierzchowny,powierzchowny,konkretny,konkretny,bez zmian,[],[],[],[],[],brak znaczącej zmiany,Brak odpowiedzi w obu przypadkach uniemożliwia ocenę rozwoju rozumienia intencji.,0.0,Brak danych do analizy. Nie można ocenić rozwoju rozumienia przez annotatora.,intention
173,0.4,powierzchowny,średni,konkretny,mieszany,bardziej koncepcyjny,dzielenie się informacjami,motywacja do relacji; narzucenie zasad,[],motywacja do relacji; narzucenie zasad,dzielenie się informacjami,przeformułowanie,Annotator przeszedł od ogólnego opisu dzielenia się spostrzeżeniami do bardziej szczegółowego zrozumienia motywacji i zasad w relacji. Zmiana ta wskazuje na rozwój w kierunku analizy intencji.,0.5,"Rozwój w zrozumieniu intencji - annotator przeszedł od powierzchownego opisu do analizy motywacji i zasad w relacji, co wskazuje na głębsze zrozumienie dynamiki wpływu w kontekście relacji interpersonalnych.",intention
174,0.4,powierzchowny,średni,konkretny,koncepcyjny,bardziej koncepcyjny,[],motywacja; wspólnota; szacunek; działanie zespołowe,[],motywacja; wspólnota; szacunek; działanie zespołowe,[],pogłębienie koncepcyjne,"Annotator przeszedł od braku odpowiedzi do identyfikacji intencji związanych z motywacją i budowaniem wspólnoty w grupie. Zrozumiał, że krytyka może być narzędziem do wzmacniania relacji i wspólnego działania.",0.7,"Wyraźny rozwój w rozumieniu intencji wywierania wpływu. Annotator dostrzega, że krytyka może służyć jako sposób na motywowanie grupy oraz budowanie poczucia wspólnoty i szacunku, co wskazuje na głębsze zrozumienie psychologicznych aspektów wpływu.",intention
175,0.6,powierzchowny,głęboki,konkretny,koncepcyjny,bardziej koncepcyjny,współpraca,motywacja; odpowiedzialność; zmiana postawy,współpraca,motywacja; odpowiedzialność; zmiana postawy,[],pogłębienie koncepcyjne,"Annotator przeszedł od prostego wskazania intencji do bardziej złożonego opisu mechanizmów motywacyjnych i zmian postaw. Zrozumiał, że intencje wywierania wpływu obejmują nie tylko współpracę, ale także odpowiedzialność i aktywne poszukiwanie rozwiązań.",0.7,"Wyraźny rozwój w zrozumieniu intencji - annotator teraz dostrzega, że motywowanie do współpracy wiąże się z głębszymi aspektami, takimi jak odpowiedzialność i zmiana postawy, co wskazuje na lepsze zrozumienie psychologicznych mechanizmów wpływu.",intention
176,0.4,głęboki,powierzchowny,koncepcyjny,konkretny,bardziej konkretny,motywacja; odpowiedzialność; refleksja; mentalność drużynowa,motywacja,motywacja,[],odpowiedzialność; refleksja; mentalność drużynowa,"spłycenie (więcej detali, mniej konceptów)",Annotator przeszedł od złożonych intencji związanych z odpowiedzialnością i refleksją do prostego celu motywacyjnego. Utracono głębsze aspekty psychologiczne i społeczne.,-0.5,"Wyraźne spłycenie analizy - odpowiedź 'After' koncentruje się na prostym celu motywacyjnym, tracąc złożoność wcześniejszych intencji, takich jak odpowiedzialność i refleksja. Brakuje zrozumienia szerszego kontekstu wpływu na postawy uczniów.",intention
177,0.5,powierzchowny,średni,konkretny,koncepcyjny,bardziej koncepcyjny,motywacja,motywacja; psychologia emocji; wywoływanie uczuć,motywacja,psychologia emocji; wywoływanie uczuć,[],pogłębienie koncepcyjne,"Annotator przeszedł od ogólnej motywacji drużyny do bardziej złożonych mechanizmów, takich jak wywoływanie emocji i konkretne techniki motywacyjne.",0.7,"Rozwój w zrozumieniu intencji - annotator zidentyfikował nie tylko cel motywacji, ale także psychologiczne mechanizmy, które mogą być użyte do osiągnięcia tego celu, co wskazuje na głębsze zrozumienie wpływu emocji na motywację.",intention
178,0.2,średni,powierzchowny,koncepcyjny,konkretny,bardziej konkretny,motywacja; ambicja,umniejszenie; motywacja przez negatywne działania,[],umniejszenie; motywacja przez negatywne działania,motywacja; ambicja,"spłycenie (więcej detali, mniej konceptów)","Annotator przeszedł od ogólnej koncepcji motywacji do opisu konkretnych działań, które są negatywne i mogą być szkodliwe dla zespołu. Zmiana w kierunku bardziej konkretnych, ale mniej konstruktywnych intencji.",-0.7,"Wyraźne pogorszenie w zrozumieniu intencji. Odpowiedź 'After' koncentruje się na negatywnych aspektach wpływu, co wskazuje na spłycenie analizy i brak zrozumienia bardziej złożonych, pozytywnych celów motywacyjnych.",intention
179,0.2,głęboki,powierzchowny,koncepcyjny,konkretny,bardziej konkretny,manipulacja emocjonalna; motywacja; umniejszenie umiejętności,spędzanie czasu; wspólne zainteresowania; przekonywanie,[],spędzanie czasu; wspólne zainteresowania; przekonywanie,manipulacja emocjonalna; motywacja; umniejszenie umiejętności,"spłycenie (więcej detali, mniej konceptów)",Annotator przeszedł od analizy głębszych intencji manipulacyjnych do opisywania konkretnych działań związanych z relacją rodzicielską. Stracił fokus na psychologiczne mechanizmy wpływu.,-0.7,"Wyraźne pogorszenie w zrozumieniu intencji - odpowiedź 'After' koncentruje się na konkretnych działaniach związanych z relacją z synem, ale nie identyfikuje głębszych psychologicznych motywacji. Brakuje analizy emocjonalnych i manipulacyjnych aspektów wpływu.",intention
